#    L    TT             EE             BB             TE          
 23574   0.339843E-01   0.343886E-03   0.327746E-03  -0.412798E-03
 23575   0.338487E-01   0.343800E-03   0.327762E-03  -0.412754E-03
 23576   0.339773E-01   0.343815E-03   0.327677E-03  -0.412711E-03
 23577   0.338417E-01   0.343729E-03   0.327693E-03  -0.412667E-03
 23578   0.339702E-01   0.343744E-03   0.327608E-03  -0.412623E-03
 23579   0.338346E-01   0.343659E-03   0.327624E-03  -0.412580E-03
 23580   0.339632E-01   0.343673E-03   0.327539E-03  -0.412536E-03
 23581   0.338276E-01   0.343588E-03   0.327554E-03  -0.412493E-03
 23582   0.339562E-01   0.343603E-03   0.327469E-03  -0.412449E-03
 23583   0.338205E-01   0.343517E-03   0.327485E-03  -0.412406E-03
 23584   0.339491E-01   0.343532E-03   0.327400E-03  -0.412362E-03
 23585   0.338135E-01   0.343446E-03   0.327416E-03  -0.412319E-03
 23586   0.339421E-01   0.343461E-03   0.327331E-03  -0.412275E-03
 23587   0.338064E-01   0.343376E-03   0.327347E-03  -0.412231E-03
 23588   0.339351E-01   0.343390E-03   0.327262E-03  -0.412188E-03
 23589   0.337994E-01   0.343305E-03   0.327278E-03  -0.412144E-03
 23590   0.339281E-01   0.343320E-03   0.327193E-03  -0.412101E-03
 23591   0.337923E-01   0.343234E-03   0.327209E-03  -0.412057E-03
 23592   0.339210E-01   0.343249E-03   0.327124E-03  -0.412014E-03
 23593   0.337853E-01   0.343163E-03   0.327140E-03  -0.411970E-03
 23594   0.339140E-01   0.343178E-03   0.327055E-03  -0.411927E-03
 23595   0.337783E-01   0.343093E-03   0.327071E-03  -0.411883E-03
 23596   0.339070E-01   0.343108E-03   0.326986E-03  -0.411840E-03
 23597   0.337712E-01   0.343022E-03   0.327002E-03  -0.411796E-03
 23598   0.339000E-01   0.343037E-03   0.326917E-03  -0.411753E-03
 23599   0.337642E-01   0.342952E-03   0.326933E-03  -0.411709E-03
 23600   0.338930E-01   0.342966E-03   0.326848E-03  -0.411666E-03
 23601   0.337571E-01   0.342881E-03   0.326864E-03  -0.411622E-03
 23602   0.338860E-01   0.342896E-03   0.326779E-03  -0.411579E-03
 23603   0.337501E-01   0.342810E-03   0.326795E-03  -0.411536E-03
 23604   0.338790E-01   0.342825E-03   0.326710E-03  -0.411492E-03
 23605   0.337431E-01   0.342740E-03   0.326726E-03  -0.411449E-03
 23606   0.338719E-01   0.342755E-03   0.326641E-03  -0.411405E-03
 23607   0.337361E-01   0.342669E-03   0.326657E-03  -0.411362E-03
 23608   0.338649E-01   0.342684E-03   0.326572E-03  -0.411318E-03
 23609   0.337290E-01   0.342599E-03   0.326588E-03  -0.411275E-03
 23610   0.338579E-01   0.342614E-03   0.326503E-03  -0.411231E-03
 23611   0.337220E-01   0.342528E-03   0.326519E-03  -0.411188E-03
 23612   0.338509E-01   0.342543E-03   0.326434E-03  -0.411145E-03
 23613   0.337150E-01   0.342457E-03   0.326450E-03  -0.411101E-03
 23614   0.338439E-01   0.342473E-03   0.326365E-03  -0.411058E-03
 23615   0.337080E-01   0.342387E-03   0.326381E-03  -0.411014E-03
 23616   0.338369E-01   0.342402E-03   0.326296E-03  -0.410971E-03
 23617   0.337009E-01   0.342317E-03   0.326312E-03  -0.410928E-03
 23618   0.338299E-01   0.342332E-03   0.326227E-03  -0.410884E-03
 23619   0.336939E-01   0.342246E-03   0.326243E-03  -0.410841E-03
 23620   0.338229E-01   0.342261E-03   0.326158E-03  -0.410797E-03
 23621   0.336869E-01   0.342176E-03   0.326174E-03  -0.410754E-03
 23622   0.338159E-01   0.342191E-03   0.326089E-03  -0.410711E-03
 23623   0.336799E-01   0.342105E-03   0.326106E-03  -0.410667E-03
 23624   0.338089E-01   0.342120E-03   0.326020E-03  -0.410624E-03
 23625   0.336729E-01   0.342035E-03   0.326037E-03  -0.410581E-03
 23626   0.338019E-01   0.342050E-03   0.325952E-03  -0.410537E-03
 23627   0.336658E-01   0.341964E-03   0.325968E-03  -0.410494E-03
 23628   0.337949E-01   0.341979E-03   0.325883E-03  -0.410451E-03
 23629   0.336588E-01   0.341894E-03   0.325899E-03  -0.410407E-03
 23630   0.337880E-01   0.341909E-03   0.325814E-03  -0.410364E-03
 23631   0.336518E-01   0.341824E-03   0.325830E-03  -0.410321E-03
 23632   0.337810E-01   0.341839E-03   0.325745E-03  -0.410277E-03
 23633   0.336448E-01   0.341753E-03   0.325762E-03  -0.410234E-03
 23634   0.337740E-01   0.341768E-03   0.325677E-03  -0.410191E-03
 23635   0.336378E-01   0.341683E-03   0.325693E-03  -0.410147E-03
 23636   0.337670E-01   0.341698E-03   0.325608E-03  -0.410104E-03
 23637   0.336308E-01   0.341613E-03   0.325624E-03  -0.410061E-03
 23638   0.337600E-01   0.341628E-03   0.325539E-03  -0.410018E-03
 23639   0.336238E-01   0.341542E-03   0.325555E-03  -0.409974E-03
 23640   0.337530E-01   0.341558E-03   0.325470E-03  -0.409931E-03
 23641   0.336168E-01   0.341472E-03   0.325487E-03  -0.409888E-03
 23642   0.337461E-01   0.341487E-03   0.325402E-03  -0.409844E-03
 23643   0.336098E-01   0.341402E-03   0.325418E-03  -0.409801E-03
 23644   0.337391E-01   0.341417E-03   0.325333E-03  -0.409758E-03
 23645   0.336028E-01   0.341331E-03   0.325349E-03  -0.409715E-03
 23646   0.337321E-01   0.341347E-03   0.325264E-03  -0.409671E-03
 23647   0.335958E-01   0.341261E-03   0.325281E-03  -0.409628E-03
 23648   0.337251E-01   0.341277E-03   0.325196E-03  -0.409585E-03
 23649   0.335888E-01   0.341191E-03   0.325212E-03  -0.409542E-03
 23650   0.337182E-01   0.341206E-03   0.325127E-03  -0.409499E-03
 23651   0.335818E-01   0.341121E-03   0.325144E-03  -0.409455E-03
 23652   0.337112E-01   0.341136E-03   0.325058E-03  -0.409412E-03
 23653   0.335748E-01   0.341051E-03   0.325075E-03  -0.409369E-03
 23654   0.337042E-01   0.341066E-03   0.324990E-03  -0.409326E-03
 23655   0.335678E-01   0.340980E-03   0.325006E-03  -0.409283E-03
 23656   0.336972E-01   0.340996E-03   0.324921E-03  -0.409239E-03
 23657   0.335608E-01   0.340910E-03   0.324938E-03  -0.409196E-03
 23658   0.336903E-01   0.340926E-03   0.324853E-03  -0.409153E-03
 23659   0.335539E-01   0.340840E-03   0.324869E-03  -0.409110E-03
 23660   0.336833E-01   0.340856E-03   0.324784E-03  -0.409067E-03
 23661   0.335469E-01   0.340770E-03   0.324801E-03  -0.409024E-03
 23662   0.336763E-01   0.340786E-03   0.324716E-03  -0.408980E-03
 23663   0.335399E-01   0.340700E-03   0.324732E-03  -0.408937E-03
 23664   0.336694E-01   0.340715E-03   0.324647E-03  -0.408894E-03
 23665   0.335329E-01   0.340630E-03   0.324664E-03  -0.408851E-03
 23666   0.336624E-01   0.340645E-03   0.324579E-03  -0.408808E-03
 23667   0.335259E-01   0.340560E-03   0.324595E-03  -0.408765E-03
 23668   0.336555E-01   0.340575E-03   0.324510E-03  -0.408722E-03
 23669   0.335189E-01   0.340490E-03   0.324527E-03  -0.408679E-03
 23670   0.336485E-01   0.340505E-03   0.324442E-03  -0.408636E-03
 23671   0.335120E-01   0.340420E-03   0.324458E-03  -0.408592E-03
 23672   0.336416E-01   0.340435E-03   0.324373E-03  -0.408549E-03
 23673   0.335050E-01   0.340350E-03   0.324390E-03  -0.408506E-03
 23674   0.336346E-01   0.340365E-03   0.324305E-03  -0.408463E-03
 23675   0.334980E-01   0.340280E-03   0.324321E-03  -0.408420E-03
 23676   0.336277E-01   0.340295E-03   0.324236E-03  -0.408377E-03
 23677   0.334910E-01   0.340210E-03   0.324253E-03  -0.408334E-03
 23678   0.336207E-01   0.340225E-03   0.324168E-03  -0.408291E-03
 23679   0.334841E-01   0.340140E-03   0.324185E-03  -0.408248E-03
 23680   0.336138E-01   0.340155E-03   0.324100E-03  -0.408205E-03
 23681   0.334771E-01   0.340070E-03   0.324116E-03  -0.408162E-03
 23682   0.336068E-01   0.340086E-03   0.324031E-03  -0.408119E-03
 23683   0.334701E-01   0.340000E-03   0.324048E-03  -0.408076E-03
 23684   0.335999E-01   0.340016E-03   0.323963E-03  -0.408033E-03
 23685   0.334632E-01   0.339930E-03   0.323979E-03  -0.407990E-03
 23686   0.335929E-01   0.339946E-03   0.323894E-03  -0.407947E-03
 23687   0.334562E-01   0.339860E-03   0.323911E-03  -0.407904E-03
 23688   0.335860E-01   0.339876E-03   0.323826E-03  -0.407861E-03
 23689   0.334493E-01   0.339790E-03   0.323843E-03  -0.407818E-03
 23690   0.335790E-01   0.339806E-03   0.323758E-03  -0.407775E-03
 23691   0.334423E-01   0.339721E-03   0.323775E-03  -0.407732E-03
 23692   0.335721E-01   0.339736E-03   0.323689E-03  -0.407689E-03
 23693   0.334353E-01   0.339651E-03   0.323706E-03  -0.407646E-03
 23694   0.335652E-01   0.339666E-03   0.323621E-03  -0.407603E-03
 23695   0.334284E-01   0.339581E-03   0.323638E-03  -0.407560E-03
 23696   0.335582E-01   0.339597E-03   0.323553E-03  -0.407517E-03
 23697   0.334214E-01   0.339511E-03   0.323570E-03  -0.407474E-03
 23698   0.335513E-01   0.339527E-03   0.323485E-03  -0.407431E-03
 23699   0.334145E-01   0.339441E-03   0.323501E-03  -0.407388E-03
 23700   0.335444E-01   0.339457E-03   0.323416E-03  -0.407346E-03
 23701   0.334075E-01   0.339372E-03   0.323433E-03  -0.407303E-03
 23702   0.335374E-01   0.339387E-03   0.323348E-03  -0.407260E-03
 23703   0.334006E-01   0.339302E-03   0.323365E-03  -0.407217E-03
 23704   0.335305E-01   0.339318E-03   0.323280E-03  -0.407174E-03
 23705   0.333936E-01   0.339232E-03   0.323297E-03  -0.407131E-03
 23706   0.335236E-01   0.339248E-03   0.323212E-03  -0.407088E-03
 23707   0.333867E-01   0.339162E-03   0.323229E-03  -0.407045E-03
 23708   0.335167E-01   0.339178E-03   0.323144E-03  -0.407002E-03
 23709   0.333797E-01   0.339093E-03   0.323161E-03  -0.406960E-03
 23710   0.335097E-01   0.339109E-03   0.323075E-03  -0.406917E-03
 23711   0.333728E-01   0.339023E-03   0.323092E-03  -0.406874E-03
 23712   0.335028E-01   0.339039E-03   0.323007E-03  -0.406831E-03
 23713   0.333658E-01   0.338953E-03   0.323024E-03  -0.406788E-03
 23714   0.334959E-01   0.338969E-03   0.322939E-03  -0.406745E-03
 23715   0.333589E-01   0.338884E-03   0.322956E-03  -0.406703E-03
 23716   0.334890E-01   0.338900E-03   0.322871E-03  -0.406660E-03
 23717   0.333520E-01   0.338814E-03   0.322888E-03  -0.406617E-03
 23718   0.334821E-01   0.338830E-03   0.322803E-03  -0.406574E-03
 23719   0.333450E-01   0.338745E-03   0.322820E-03  -0.406531E-03
 23720   0.334751E-01   0.338760E-03   0.322735E-03  -0.406489E-03
 23721   0.333381E-01   0.338675E-03   0.322752E-03  -0.406446E-03
 23722   0.334682E-01   0.338691E-03   0.322667E-03  -0.406403E-03
 23723   0.333311E-01   0.338605E-03   0.322684E-03  -0.406360E-03
 23724   0.334613E-01   0.338621E-03   0.322599E-03  -0.406318E-03
 23725   0.333242E-01   0.338536E-03   0.322616E-03  -0.406275E-03
 23726   0.334544E-01   0.338552E-03   0.322531E-03  -0.406232E-03
 23727   0.333173E-01   0.338466E-03   0.322548E-03  -0.406189E-03
 23728   0.334475E-01   0.338482E-03   0.322463E-03  -0.406147E-03
 23729   0.333104E-01   0.338397E-03   0.322480E-03  -0.406104E-03
 23730   0.334406E-01   0.338413E-03   0.322395E-03  -0.406061E-03
 23731   0.333034E-01   0.338327E-03   0.322412E-03  -0.406018E-03
 23732   0.334337E-01   0.338343E-03   0.322327E-03  -0.405976E-03
 23733   0.332965E-01   0.338258E-03   0.322344E-03  -0.405933E-03
 23734   0.334268E-01   0.338274E-03   0.322259E-03  -0.405890E-03
 23735   0.332896E-01   0.338188E-03   0.322276E-03  -0.405847E-03
 23736   0.334199E-01   0.338204E-03   0.322191E-03  -0.405805E-03
 23737   0.332827E-01   0.338119E-03   0.322208E-03  -0.405762E-03
 23738   0.334130E-01   0.338135E-03   0.322123E-03  -0.405719E-03
 23739   0.332757E-01   0.338049E-03   0.322140E-03  -0.405677E-03
 23740   0.334061E-01   0.338066E-03   0.322055E-03  -0.405634E-03
 23741   0.332688E-01   0.337980E-03   0.322072E-03  -0.405591E-03
 23742   0.333992E-01   0.337996E-03   0.321987E-03  -0.405549E-03
 23743   0.332619E-01   0.337911E-03   0.322004E-03  -0.405506E-03
 23744   0.333923E-01   0.337927E-03   0.321919E-03  -0.405463E-03
 23745   0.332550E-01   0.337841E-03   0.321936E-03  -0.405421E-03
 23746   0.333854E-01   0.337857E-03   0.321851E-03  -0.405378E-03
 23747   0.332481E-01   0.337772E-03   0.321868E-03  -0.405336E-03
 23748   0.333785E-01   0.337788E-03   0.321783E-03  -0.405293E-03
 23749   0.332412E-01   0.337703E-03   0.321801E-03  -0.405250E-03
 23750   0.333716E-01   0.337719E-03   0.321716E-03  -0.405208E-03
 23751   0.332342E-01   0.337633E-03   0.321733E-03  -0.405165E-03
 23752   0.333647E-01   0.337649E-03   0.321648E-03  -0.405122E-03
 23753   0.332273E-01   0.337564E-03   0.321665E-03  -0.405080E-03
 23754   0.333578E-01   0.337580E-03   0.321580E-03  -0.405037E-03
 23755   0.332204E-01   0.337495E-03   0.321597E-03  -0.404995E-03
 23756   0.333509E-01   0.337511E-03   0.321512E-03  -0.404952E-03
 23757   0.332135E-01   0.337425E-03   0.321529E-03  -0.404910E-03
 23758   0.333441E-01   0.337442E-03   0.321444E-03  -0.404867E-03
 23759   0.332066E-01   0.337356E-03   0.321462E-03  -0.404824E-03
 23760   0.333372E-01   0.337372E-03   0.321376E-03  -0.404782E-03
 23761   0.331997E-01   0.337287E-03   0.321394E-03  -0.404739E-03
 23762   0.333303E-01   0.337303E-03   0.321309E-03  -0.404697E-03
 23763   0.331928E-01   0.337218E-03   0.321326E-03  -0.404654E-03
 23764   0.333234E-01   0.337234E-03   0.321241E-03  -0.404612E-03
 23765   0.331859E-01   0.337148E-03   0.321258E-03  -0.404569E-03
 23766   0.333165E-01   0.337165E-03   0.321173E-03  -0.404526E-03
 23767   0.331790E-01   0.337079E-03   0.321191E-03  -0.404484E-03
 23768   0.333097E-01   0.337096E-03   0.321106E-03  -0.404441E-03
 23769   0.331721E-01   0.337010E-03   0.321123E-03  -0.404399E-03
 23770   0.333028E-01   0.337027E-03   0.321038E-03  -0.404356E-03
 23771   0.331652E-01   0.336941E-03   0.321055E-03  -0.404314E-03
 23772   0.332959E-01   0.336957E-03   0.320970E-03  -0.404271E-03
 23773   0.331583E-01   0.336872E-03   0.320988E-03  -0.404229E-03
 23774   0.332890E-01   0.336888E-03   0.320903E-03  -0.404186E-03
 23775   0.331514E-01   0.336803E-03   0.320920E-03  -0.404144E-03
 23776   0.332822E-01   0.336819E-03   0.320835E-03  -0.404101E-03
 23777   0.331445E-01   0.336734E-03   0.320852E-03  -0.404059E-03
 23778   0.332753E-01   0.336750E-03   0.320767E-03  -0.404016E-03
 23779   0.331377E-01   0.336665E-03   0.320785E-03  -0.403974E-03
 23780   0.332684E-01   0.336681E-03   0.320700E-03  -0.403932E-03
 23781   0.331308E-01   0.336595E-03   0.320717E-03  -0.403889E-03
 23782   0.332616E-01   0.336612E-03   0.320632E-03  -0.403847E-03
 23783   0.331239E-01   0.336526E-03   0.320649E-03  -0.403804E-03
 23784   0.332547E-01   0.336543E-03   0.320564E-03  -0.403762E-03
 23785   0.331170E-01   0.336457E-03   0.320582E-03  -0.403719E-03
 23786   0.332478E-01   0.336474E-03   0.320497E-03  -0.403677E-03
 23787   0.331101E-01   0.336388E-03   0.320514E-03  -0.403634E-03
 23788   0.332410E-01   0.336405E-03   0.320429E-03  -0.403592E-03
 23789   0.331032E-01   0.336319E-03   0.320447E-03  -0.403550E-03
 23790   0.332341E-01   0.336336E-03   0.320362E-03  -0.403507E-03
 23791   0.330964E-01   0.336250E-03   0.320379E-03  -0.403465E-03
 23792   0.332273E-01   0.336267E-03   0.320294E-03  -0.403422E-03
 23793   0.330895E-01   0.336181E-03   0.320312E-03  -0.403380E-03
 23794   0.332204E-01   0.336198E-03   0.320227E-03  -0.403337E-03
 23795   0.330826E-01   0.336113E-03   0.320244E-03  -0.403295E-03
 23796   0.332136E-01   0.336129E-03   0.320159E-03  -0.403253E-03
 23797   0.330757E-01   0.336044E-03   0.320177E-03  -0.403210E-03
 23798   0.332067E-01   0.336060E-03   0.320092E-03  -0.403168E-03
 23799   0.330689E-01   0.335975E-03   0.320109E-03  -0.403125E-03
 23800   0.331999E-01   0.335991E-03   0.320024E-03  -0.403083E-03
 23801   0.330620E-01   0.335906E-03   0.320042E-03  -0.403041E-03
 23802   0.331930E-01   0.335922E-03   0.319957E-03  -0.402998E-03
 23803   0.330551E-01   0.335837E-03   0.319975E-03  -0.402956E-03
 23804   0.331862E-01   0.335854E-03   0.319889E-03  -0.402914E-03
 23805   0.330482E-01   0.335768E-03   0.319907E-03  -0.402871E-03
 23806   0.331793E-01   0.335785E-03   0.319822E-03  -0.402829E-03
 23807   0.330414E-01   0.335699E-03   0.319840E-03  -0.402787E-03
 23808   0.331725E-01   0.335716E-03   0.319755E-03  -0.402744E-03
 23809   0.330345E-01   0.335630E-03   0.319772E-03  -0.402702E-03
 23810   0.331656E-01   0.335647E-03   0.319687E-03  -0.402659E-03
 23811   0.330277E-01   0.335562E-03   0.319705E-03  -0.402617E-03
 23812   0.331588E-01   0.335578E-03   0.319620E-03  -0.402575E-03
 23813   0.330208E-01   0.335493E-03   0.319638E-03  -0.402533E-03
 23814   0.331520E-01   0.335510E-03   0.319553E-03  -0.402490E-03
 23815   0.330139E-01   0.335424E-03   0.319570E-03  -0.402448E-03
 23816   0.331451E-01   0.335441E-03   0.319485E-03  -0.402406E-03
 23817   0.330071E-01   0.335355E-03   0.319503E-03  -0.402363E-03
 23818   0.331383E-01   0.335372E-03   0.319418E-03  -0.402321E-03
 23819   0.330002E-01   0.335286E-03   0.319436E-03  -0.402279E-03
 23820   0.331315E-01   0.335303E-03   0.319351E-03  -0.402236E-03
 23821   0.329934E-01   0.335218E-03   0.319368E-03  -0.402194E-03
 23822   0.331246E-01   0.335235E-03   0.319283E-03  -0.402152E-03
 23823   0.329865E-01   0.335149E-03   0.319301E-03  -0.402109E-03
 23824   0.331178E-01   0.335166E-03   0.319216E-03  -0.402067E-03
 23825   0.329797E-01   0.335080E-03   0.319234E-03  -0.402025E-03
 23826   0.331110E-01   0.335097E-03   0.319149E-03  -0.401983E-03
 23827   0.329728E-01   0.335012E-03   0.319167E-03  -0.401940E-03
 23828   0.331041E-01   0.335029E-03   0.319082E-03  -0.401898E-03
 23829   0.329660E-01   0.334943E-03   0.319099E-03  -0.401856E-03
 23830   0.330973E-01   0.334960E-03   0.319014E-03  -0.401813E-03
 23831   0.329591E-01   0.334874E-03   0.319032E-03  -0.401771E-03
 23832   0.330905E-01   0.334891E-03   0.318947E-03  -0.401729E-03
 23833   0.329523E-01   0.334806E-03   0.318965E-03  -0.401687E-03
 23834   0.330837E-01   0.334823E-03   0.318880E-03  -0.401644E-03
 23835   0.329454E-01   0.334737E-03   0.318898E-03  -0.401602E-03
 23836   0.330768E-01   0.334754E-03   0.318813E-03  -0.401560E-03
 23837   0.329386E-01   0.334669E-03   0.318831E-03  -0.401518E-03
 23838   0.330700E-01   0.334685E-03   0.318746E-03  -0.401475E-03
 23839   0.329318E-01   0.334600E-03   0.318764E-03  -0.401433E-03
 23840   0.330632E-01   0.334617E-03   0.318678E-03  -0.401391E-03
 23841   0.329249E-01   0.334531E-03   0.318696E-03  -0.401349E-03
 23842   0.330564E-01   0.334548E-03   0.318611E-03  -0.401307E-03
 23843   0.329181E-01   0.334463E-03   0.318629E-03  -0.401264E-03
 23844   0.330496E-01   0.334480E-03   0.318544E-03  -0.401222E-03
 23845   0.329112E-01   0.334394E-03   0.318562E-03  -0.401180E-03
 23846   0.330428E-01   0.334411E-03   0.318477E-03  -0.401138E-03
 23847   0.329044E-01   0.334326E-03   0.318495E-03  -0.401096E-03
 23848   0.330360E-01   0.334343E-03   0.318410E-03  -0.401053E-03
 23849   0.328976E-01   0.334257E-03   0.318428E-03  -0.401011E-03
 23850   0.330291E-01   0.334274E-03   0.318343E-03  -0.400969E-03
 23851   0.328908E-01   0.334189E-03   0.318361E-03  -0.400927E-03
 23852   0.330223E-01   0.334206E-03   0.318276E-03  -0.400885E-03
 23853   0.328839E-01   0.334120E-03   0.318294E-03  -0.400842E-03
 23854   0.330155E-01   0.334137E-03   0.318209E-03  -0.400800E-03
 23855   0.328771E-01   0.334052E-03   0.318227E-03  -0.400758E-03
 23856   0.330087E-01   0.334069E-03   0.318142E-03  -0.400716E-03
 23857   0.328703E-01   0.333983E-03   0.318160E-03  -0.400674E-03
 23858   0.330019E-01   0.334001E-03   0.318075E-03  -0.400632E-03
 23859   0.328634E-01   0.333915E-03   0.318093E-03  -0.400589E-03
 23860   0.329951E-01   0.333932E-03   0.318008E-03  -0.400547E-03
 23861   0.328566E-01   0.333847E-03   0.318026E-03  -0.400505E-03
 23862   0.329883E-01   0.333864E-03   0.317941E-03  -0.400463E-03
 23863   0.328498E-01   0.333778E-03   0.317959E-03  -0.400421E-03
 23864   0.329815E-01   0.333795E-03   0.317874E-03  -0.400379E-03
 23865   0.328430E-01   0.333710E-03   0.317892E-03  -0.400337E-03
 23866   0.329747E-01   0.333727E-03   0.317807E-03  -0.400294E-03
 23867   0.328362E-01   0.333642E-03   0.317825E-03  -0.400252E-03
 23868   0.329679E-01   0.333659E-03   0.317740E-03  -0.400210E-03
 23869   0.328294E-01   0.333573E-03   0.317758E-03  -0.400168E-03
 23870   0.329611E-01   0.333590E-03   0.317673E-03  -0.400126E-03
 23871   0.328225E-01   0.333505E-03   0.317691E-03  -0.400084E-03
 23872   0.329543E-01   0.333522E-03   0.317606E-03  -0.400042E-03
 23873   0.328157E-01   0.333437E-03   0.317624E-03  -0.400000E-03
 23874   0.329476E-01   0.333454E-03   0.317539E-03  -0.399958E-03
 23875   0.328089E-01   0.333368E-03   0.317558E-03  -0.399915E-03
 23876   0.329408E-01   0.333386E-03   0.317473E-03  -0.399873E-03
 23877   0.328021E-01   0.333300E-03   0.317491E-03  -0.399831E-03
 23878   0.329340E-01   0.333317E-03   0.317406E-03  -0.399789E-03
 23879   0.327953E-01   0.333232E-03   0.317424E-03  -0.399747E-03
 23880   0.329272E-01   0.333249E-03   0.317339E-03  -0.399705E-03
 23881   0.327885E-01   0.333164E-03   0.317357E-03  -0.399663E-03
 23882   0.329204E-01   0.333181E-03   0.317272E-03  -0.399621E-03
 23883   0.327817E-01   0.333095E-03   0.317290E-03  -0.399579E-03
 23884   0.329136E-01   0.333113E-03   0.317205E-03  -0.399537E-03
 23885   0.327749E-01   0.333027E-03   0.317224E-03  -0.399495E-03
 23886   0.329069E-01   0.333045E-03   0.317139E-03  -0.399453E-03
 23887   0.327681E-01   0.332959E-03   0.317157E-03  -0.399411E-03
 23888   0.329001E-01   0.332976E-03   0.317072E-03  -0.399369E-03
 23889   0.327613E-01   0.332891E-03   0.317090E-03  -0.399327E-03
 23890   0.328933E-01   0.332908E-03   0.317005E-03  -0.399284E-03
 23891   0.327545E-01   0.332823E-03   0.317023E-03  -0.399242E-03
 23892   0.328865E-01   0.332840E-03   0.316938E-03  -0.399200E-03
 23893   0.327477E-01   0.332754E-03   0.316957E-03  -0.399158E-03
 23894   0.328797E-01   0.332772E-03   0.316872E-03  -0.399116E-03
 23895   0.327409E-01   0.332686E-03   0.316890E-03  -0.399074E-03
 23896   0.328730E-01   0.332704E-03   0.316805E-03  -0.399032E-03
 23897   0.327341E-01   0.332618E-03   0.316823E-03  -0.398990E-03
 23898   0.328662E-01   0.332636E-03   0.316738E-03  -0.398948E-03
 23899   0.327273E-01   0.332550E-03   0.316757E-03  -0.398906E-03
 23900   0.328594E-01   0.332568E-03   0.316671E-03  -0.398864E-03
 23901   0.327205E-01   0.332482E-03   0.316690E-03  -0.398822E-03
 23902   0.328527E-01   0.332500E-03   0.316605E-03  -0.398780E-03
 23903   0.327137E-01   0.332414E-03   0.316623E-03  -0.398738E-03
 23904   0.328459E-01   0.332432E-03   0.316538E-03  -0.398696E-03
 23905   0.327070E-01   0.332346E-03   0.316557E-03  -0.398655E-03
 23906   0.328391E-01   0.332364E-03   0.316472E-03  -0.398613E-03
 23907   0.327002E-01   0.332278E-03   0.316490E-03  -0.398571E-03
 23908   0.328324E-01   0.332296E-03   0.316405E-03  -0.398529E-03
 23909   0.326934E-01   0.332210E-03   0.316423E-03  -0.398487E-03
 23910   0.328256E-01   0.332228E-03   0.316338E-03  -0.398445E-03
 23911   0.326866E-01   0.332142E-03   0.316357E-03  -0.398403E-03
 23912   0.328189E-01   0.332160E-03   0.316272E-03  -0.398361E-03
 23913   0.326798E-01   0.332074E-03   0.316290E-03  -0.398319E-03
 23914   0.328121E-01   0.332092E-03   0.316205E-03  -0.398277E-03
 23915   0.326730E-01   0.332006E-03   0.316224E-03  -0.398235E-03
 23916   0.328053E-01   0.332024E-03   0.316139E-03  -0.398193E-03
 23917   0.326663E-01   0.331938E-03   0.316157E-03  -0.398151E-03
 23918   0.327986E-01   0.331956E-03   0.316072E-03  -0.398109E-03
 23919   0.326595E-01   0.331870E-03   0.316091E-03  -0.398067E-03
 23920   0.327918E-01   0.331888E-03   0.316006E-03  -0.398026E-03
 23921   0.326527E-01   0.331802E-03   0.316024E-03  -0.397984E-03
 23922   0.327851E-01   0.331820E-03   0.315939E-03  -0.397942E-03
 23923   0.326460E-01   0.331734E-03   0.315958E-03  -0.397900E-03
 23924   0.327783E-01   0.331752E-03   0.315873E-03  -0.397858E-03
 23925   0.326392E-01   0.331666E-03   0.315891E-03  -0.397816E-03
 23926   0.327716E-01   0.331684E-03   0.315806E-03  -0.397774E-03
 23927   0.326324E-01   0.331599E-03   0.315825E-03  -0.397732E-03
 23928   0.327648E-01   0.331616E-03   0.315740E-03  -0.397691E-03
 23929   0.326256E-01   0.331531E-03   0.315758E-03  -0.397649E-03
 23930   0.327581E-01   0.331549E-03   0.315673E-03  -0.397607E-03
 23931   0.326189E-01   0.331463E-03   0.315692E-03  -0.397565E-03
 23932   0.327514E-01   0.331481E-03   0.315607E-03  -0.397523E-03
 23933   0.326121E-01   0.331395E-03   0.315625E-03  -0.397481E-03
 23934   0.327446E-01   0.331413E-03   0.315540E-03  -0.397440E-03
 23935   0.326054E-01   0.331327E-03   0.315559E-03  -0.397398E-03
 23936   0.327379E-01   0.331345E-03   0.315474E-03  -0.397356E-03
 23937   0.325986E-01   0.331260E-03   0.315493E-03  -0.397314E-03
 23938   0.327311E-01   0.331277E-03   0.315408E-03  -0.397272E-03
 23939   0.325918E-01   0.331192E-03   0.315426E-03  -0.397231E-03
 23940   0.327244E-01   0.331210E-03   0.315341E-03  -0.397189E-03
 23941   0.325851E-01   0.331124E-03   0.315360E-03  -0.397147E-03
 23942   0.327177E-01   0.331142E-03   0.315275E-03  -0.397105E-03
 23943   0.325783E-01   0.331056E-03   0.315294E-03  -0.397063E-03
 23944   0.327109E-01   0.331074E-03   0.315209E-03  -0.397022E-03
 23945   0.325716E-01   0.330989E-03   0.315227E-03  -0.396980E-03
 23946   0.327042E-01   0.331007E-03   0.315142E-03  -0.396938E-03
 23947   0.325648E-01   0.330921E-03   0.315161E-03  -0.396896E-03
 23948   0.326975E-01   0.330939E-03   0.315076E-03  -0.396855E-03
 23949   0.325581E-01   0.330853E-03   0.315095E-03  -0.396813E-03
 23950   0.326907E-01   0.330871E-03   0.315010E-03  -0.396771E-03
