#    L    TT             EE             BB             TE          
  1259   0.798085E+03   0.271715E+02   0.941131E-01  -0.441783E+01
  1260   0.794934E+03   0.273066E+02   0.940317E-01  -0.494696E+01
  1261   0.791828E+03   0.274390E+02   0.939505E-01  -0.548561E+01
  1262   0.788777E+03   0.275687E+02   0.938695E-01  -0.603352E+01
  1263   0.785781E+03   0.276958E+02   0.937886E-01  -0.659045E+01
  1264   0.782834E+03   0.278201E+02   0.937081E-01  -0.715612E+01
  1265   0.779943E+03   0.279415E+02   0.936277E-01  -0.773027E+01
  1266   0.777103E+03   0.280600E+02   0.935477E-01  -0.831259E+01
  1267   0.774322E+03   0.281756E+02   0.934679E-01  -0.890281E+01
  1268   0.771597E+03   0.282882E+02   0.933883E-01  -0.950064E+01
  1269   0.768927E+03   0.283978E+02   0.933091E-01  -0.101058E+02
  1270   0.766313E+03   0.285044E+02   0.932303E-01  -0.107180E+02
  1271   0.763754E+03   0.286079E+02   0.931517E-01  -0.113369E+02
  1272   0.761256E+03   0.287082E+02   0.930735E-01  -0.119624E+02
  1273   0.758813E+03   0.288053E+02   0.929957E-01  -0.125939E+02
  1274   0.756426E+03   0.288991E+02   0.929182E-01  -0.132314E+02
  1275   0.754098E+03   0.289898E+02   0.928412E-01  -0.138744E+02
  1276   0.751830E+03   0.290771E+02   0.927645E-01  -0.145228E+02
  1277   0.749620E+03   0.291612E+02   0.926883E-01  -0.151761E+02
  1278   0.747469E+03   0.292418E+02   0.926125E-01  -0.158341E+02
  1279   0.745376E+03   0.293190E+02   0.925371E-01  -0.164965E+02
  1280   0.743343E+03   0.293929E+02   0.924622E-01  -0.171630E+02
  1281   0.741369E+03   0.294632E+02   0.923878E-01  -0.178333E+02
  1282   0.739455E+03   0.295300E+02   0.923139E-01  -0.185071E+02
  1283   0.737600E+03   0.295934E+02   0.922404E-01  -0.191841E+02
  1284   0.735804E+03   0.296531E+02   0.921675E-01  -0.198639E+02
  1285   0.734068E+03   0.297093E+02   0.920951E-01  -0.205463E+02
  1286   0.732392E+03   0.297619E+02   0.920232E-01  -0.212310E+02
  1287   0.730775E+03   0.298109E+02   0.919518E-01  -0.219176E+02
  1288   0.729218E+03   0.298562E+02   0.918810E-01  -0.226059E+02
  1289   0.727720E+03   0.298979E+02   0.918108E-01  -0.232954E+02
  1290   0.726282E+03   0.299360E+02   0.917411E-01  -0.239860E+02
  1291   0.724904E+03   0.299705E+02   0.916720E-01  -0.246773E+02
  1292   0.723585E+03   0.300013E+02   0.916035E-01  -0.253690E+02
  1293   0.722325E+03   0.300285E+02   0.915356E-01  -0.260608E+02
  1294   0.721125E+03   0.300520E+02   0.914683E-01  -0.267524E+02
  1295   0.719983E+03   0.300718E+02   0.914016E-01  -0.274435E+02
  1296   0.718900E+03   0.300880E+02   0.913355E-01  -0.281338E+02
  1297   0.717875E+03   0.301004E+02   0.912701E-01  -0.288230E+02
  1298   0.716908E+03   0.301092E+02   0.912053E-01  -0.295108E+02
  1299   0.715999E+03   0.301143E+02   0.911411E-01  -0.301969E+02
  1300   0.715147E+03   0.301156E+02   0.910776E-01  -0.308811E+02
  1301   0.714353E+03   0.301133E+02   0.910147E-01  -0.315630E+02
  1302   0.713615E+03   0.301073E+02   0.909525E-01  -0.322424E+02
  1303   0.712933E+03   0.300976E+02   0.908910E-01  -0.329190E+02
  1304   0.712307E+03   0.300843E+02   0.908301E-01  -0.335924E+02
  1305   0.711737E+03   0.300673E+02   0.907700E-01  -0.342624E+02
  1306   0.711221E+03   0.300467E+02   0.907104E-01  -0.349288E+02
  1307   0.710761E+03   0.300225E+02   0.906516E-01  -0.355912E+02
  1308   0.710354E+03   0.299946E+02   0.905935E-01  -0.362493E+02
  1309   0.710001E+03   0.299631E+02   0.905360E-01  -0.369030E+02
  1310   0.709700E+03   0.299281E+02   0.904793E-01  -0.375518E+02
  1311   0.709453E+03   0.298894E+02   0.904232E-01  -0.381956E+02
  1312   0.709257E+03   0.298472E+02   0.903678E-01  -0.388341E+02
  1313   0.709112E+03   0.298014E+02   0.903132E-01  -0.394669E+02
  1314   0.709017E+03   0.297520E+02   0.902592E-01  -0.400939E+02
  1315   0.708973E+03   0.296992E+02   0.902060E-01  -0.407148E+02
  1316   0.708977E+03   0.296429E+02   0.901534E-01  -0.413293E+02
  1317   0.709030E+03   0.295832E+02   0.901016E-01  -0.419372E+02
  1318   0.709132E+03   0.295200E+02   0.900504E-01  -0.425383E+02
  1319   0.709280E+03   0.294535E+02   0.900000E-01  -0.431323E+02
  1320   0.709475E+03   0.293837E+02   0.899503E-01  -0.437191E+02
  1321   0.709716E+03   0.293106E+02   0.899012E-01  -0.442982E+02
  1322   0.710002E+03   0.292342E+02   0.898529E-01  -0.448696E+02
  1323   0.710332E+03   0.291546E+02   0.898053E-01  -0.454330E+02
  1324   0.710706E+03   0.290718E+02   0.897584E-01  -0.459881E+02
  1325   0.711122E+03   0.289858E+02   0.897122E-01  -0.465348E+02
  1326   0.711580E+03   0.288966E+02   0.896666E-01  -0.470728E+02
  1327   0.712079E+03   0.288044E+02   0.896218E-01  -0.476020E+02
  1328   0.712618E+03   0.287090E+02   0.895777E-01  -0.481221E+02
  1329   0.713197E+03   0.286106E+02   0.895342E-01  -0.486328E+02
  1330   0.713813E+03   0.285093E+02   0.894914E-01  -0.491342E+02
  1331   0.714468E+03   0.284050E+02   0.894493E-01  -0.496258E+02
  1332   0.715158E+03   0.282978E+02   0.894079E-01  -0.501077E+02
  1333   0.715885E+03   0.281877E+02   0.893672E-01  -0.505795E+02
  1334   0.716646E+03   0.280749E+02   0.893271E-01  -0.510410E+02
  1335   0.717441E+03   0.279593E+02   0.892877E-01  -0.514922E+02
  1336   0.718269E+03   0.278410E+02   0.892489E-01  -0.519328E+02
  1337   0.719128E+03   0.277201E+02   0.892108E-01  -0.523627E+02
  1338   0.720019E+03   0.275966E+02   0.891733E-01  -0.527817E+02
  1339   0.720940E+03   0.274705E+02   0.891365E-01  -0.531897E+02
  1340   0.721889E+03   0.273419E+02   0.891003E-01  -0.535865E+02
  1341   0.722867E+03   0.272108E+02   0.890647E-01  -0.539720E+02
  1342   0.723871E+03   0.270774E+02   0.890297E-01  -0.543459E+02
  1343   0.724902E+03   0.269416E+02   0.889954E-01  -0.547083E+02
  1344   0.725957E+03   0.268036E+02   0.889616E-01  -0.550590E+02
  1345   0.727036E+03   0.266633E+02   0.889284E-01  -0.553977E+02
  1346   0.728138E+03   0.265208E+02   0.888959E-01  -0.557245E+02
  1347   0.729262E+03   0.263761E+02   0.888638E-01  -0.560391E+02
  1348   0.730406E+03   0.262293E+02   0.888324E-01  -0.563415E+02
  1349   0.731570E+03   0.260806E+02   0.888015E-01  -0.566314E+02
  1350   0.732753E+03   0.259299E+02   0.887712E-01  -0.569091E+02
  1351   0.733953E+03   0.257773E+02   0.887414E-01  -0.571742E+02
  1352   0.735170E+03   0.256229E+02   0.887122E-01  -0.574268E+02
  1353   0.736404E+03   0.254668E+02   0.886834E-01  -0.576668E+02
  1354   0.737649E+03   0.253090E+02   0.886552E-01  -0.578941E+02
  1355   0.738910E+03   0.251496E+02   0.886275E-01  -0.581087E+02
  1356   0.740185E+03   0.249886E+02   0.886002E-01  -0.583105E+02
  1357   0.741471E+03   0.248262E+02   0.885735E-01  -0.584994E+02
  1358   0.742769E+03   0.246623E+02   0.885472E-01  -0.586754E+02
  1359   0.744074E+03   0.244970E+02   0.885213E-01  -0.588385E+02
  1360   0.745386E+03   0.243305E+02   0.884959E-01  -0.589886E+02
  1361   0.746704E+03   0.241627E+02   0.884710E-01  -0.591256E+02
  1362   0.748033E+03   0.239938E+02   0.884465E-01  -0.592495E+02
  1363   0.749363E+03   0.238237E+02   0.884223E-01  -0.593602E+02
  1364   0.750699E+03   0.236525E+02   0.883986E-01  -0.594578E+02
  1365   0.752041E+03   0.234804E+02   0.883753E-01  -0.595423E+02
  1366   0.753379E+03   0.233074E+02   0.883523E-01  -0.596136E+02
  1367   0.754721E+03   0.231335E+02   0.883297E-01  -0.596718E+02
  1368   0.756064E+03   0.229588E+02   0.883074E-01  -0.597167E+02
  1369   0.757402E+03   0.227834E+02   0.882855E-01  -0.597485E+02
  1370   0.758744E+03   0.226074E+02   0.882639E-01  -0.597672E+02
  1371   0.760076E+03   0.224307E+02   0.882426E-01  -0.597727E+02
  1372   0.761407E+03   0.222535E+02   0.882217E-01  -0.597651E+02
  1373   0.762733E+03   0.220759E+02   0.882009E-01  -0.597445E+02
  1374   0.764053E+03   0.218979E+02   0.881805E-01  -0.597108E+02
  1375   0.765362E+03   0.217196E+02   0.881603E-01  -0.596642E+02
  1376   0.766665E+03   0.215410E+02   0.881404E-01  -0.596045E+02
  1377   0.767961E+03   0.213622E+02   0.881207E-01  -0.595320E+02
  1378   0.769246E+03   0.211833E+02   0.881012E-01  -0.594466E+02
  1379   0.770520E+03   0.210043E+02   0.880819E-01  -0.593485E+02
  1380   0.771776E+03   0.208254E+02   0.880629E-01  -0.592374E+02
  1381   0.773026E+03   0.206465E+02   0.880439E-01  -0.591137E+02
  1382   0.774258E+03   0.204677E+02   0.880252E-01  -0.589774E+02
  1383   0.775474E+03   0.202891E+02   0.880066E-01  -0.588284E+02
  1384   0.776672E+03   0.201107E+02   0.879881E-01  -0.586668E+02
  1385   0.777858E+03   0.199326E+02   0.879697E-01  -0.584929E+02
  1386   0.779026E+03   0.197550E+02   0.879515E-01  -0.583068E+02
  1387   0.780172E+03   0.195778E+02   0.879333E-01  -0.581084E+02
  1388   0.781299E+03   0.194011E+02   0.879153E-01  -0.578981E+02
  1389   0.782404E+03   0.192250E+02   0.878972E-01  -0.576758E+02
  1390   0.783491E+03   0.190496E+02   0.878793E-01  -0.574417E+02
  1391   0.784554E+03   0.188749E+02   0.878613E-01  -0.571960E+02
  1392   0.785595E+03   0.187010E+02   0.878434E-01  -0.569387E+02
  1393   0.786616E+03   0.185279E+02   0.878255E-01  -0.566700E+02
  1394   0.787609E+03   0.183557E+02   0.878076E-01  -0.563899E+02
  1395   0.788574E+03   0.181845E+02   0.877897E-01  -0.560986E+02
  1396   0.789515E+03   0.180142E+02   0.877717E-01  -0.557962E+02
  1397   0.790432E+03   0.178451E+02   0.877537E-01  -0.554828E+02
  1398   0.791316E+03   0.176770E+02   0.877356E-01  -0.551586E+02
  1399   0.792175E+03   0.175102E+02   0.877175E-01  -0.548238E+02
  1400   0.793000E+03   0.173445E+02   0.876992E-01  -0.544785E+02
  1401   0.793801E+03   0.171802E+02   0.876808E-01  -0.541228E+02
  1402   0.794568E+03   0.170172E+02   0.876624E-01  -0.537569E+02
  1403   0.795306E+03   0.168556E+02   0.876438E-01  -0.533811E+02
  1404   0.796014E+03   0.166954E+02   0.876250E-01  -0.529954E+02
  1405   0.796687E+03   0.165368E+02   0.876061E-01  -0.526001E+02
  1406   0.797326E+03   0.163797E+02   0.875870E-01  -0.521952E+02
  1407   0.797930E+03   0.162242E+02   0.875678E-01  -0.517809E+02
  1408   0.798504E+03   0.160704E+02   0.875483E-01  -0.513575E+02
  1409   0.799038E+03   0.159183E+02   0.875286E-01  -0.509251E+02
  1410   0.799542E+03   0.157679E+02   0.875087E-01  -0.504839E+02
  1411   0.800006E+03   0.156193E+02   0.874886E-01  -0.500340E+02
  1412   0.800434E+03   0.154725E+02   0.874682E-01  -0.495756E+02
  1413   0.800823E+03   0.153277E+02   0.874475E-01  -0.491090E+02
  1414   0.801176E+03   0.151848E+02   0.874266E-01  -0.486344E+02
  1415   0.801488E+03   0.150438E+02   0.874054E-01  -0.481519E+02
  1416   0.801765E+03   0.149049E+02   0.873839E-01  -0.476619E+02
  1417   0.802001E+03   0.147680E+02   0.873620E-01  -0.471644E+02
  1418   0.802201E+03   0.146333E+02   0.873399E-01  -0.466598E+02
  1419   0.802360E+03   0.145007E+02   0.873174E-01  -0.461481E+02
  1420   0.802478E+03   0.143703E+02   0.872945E-01  -0.456297E+02
  1421   0.802555E+03   0.142421E+02   0.872713E-01  -0.451047E+02
  1422   0.802592E+03   0.141162E+02   0.872478E-01  -0.445734E+02
  1423   0.802591E+03   0.139926E+02   0.872238E-01  -0.440359E+02
  1424   0.802545E+03   0.138713E+02   0.871995E-01  -0.434924E+02
  1425   0.802458E+03   0.137524E+02   0.871747E-01  -0.429432E+02
  1426   0.802329E+03   0.136359E+02   0.871496E-01  -0.423885E+02
  1427   0.802155E+03   0.135218E+02   0.871240E-01  -0.418285E+02
  1428   0.801939E+03   0.134101E+02   0.870980E-01  -0.412633E+02
  1429   0.801682E+03   0.133010E+02   0.870715E-01  -0.406933E+02
  1430   0.801383E+03   0.131943E+02   0.870446E-01  -0.401187E+02
  1431   0.801038E+03   0.130902E+02   0.870172E-01  -0.395397E+02
  1432   0.800651E+03   0.129887E+02   0.869894E-01  -0.389565E+02
  1433   0.800219E+03   0.128897E+02   0.869610E-01  -0.383693E+02
  1434   0.799745E+03   0.127933E+02   0.869322E-01  -0.377784E+02
  1435   0.799225E+03   0.126997E+02   0.869029E-01  -0.371840E+02
  1436   0.798663E+03   0.126086E+02   0.868731E-01  -0.365863E+02
  1437   0.798056E+03   0.125202E+02   0.868427E-01  -0.359856E+02
  1438   0.797402E+03   0.124345E+02   0.868119E-01  -0.353821E+02
  1439   0.796707E+03   0.123516E+02   0.867804E-01  -0.347760E+02
  1440   0.795970E+03   0.122714E+02   0.867485E-01  -0.341675E+02
  1441   0.795187E+03   0.121939E+02   0.867160E-01  -0.335569E+02
  1442   0.794359E+03   0.121191E+02   0.866830E-01  -0.329444E+02
  1443   0.793484E+03   0.120472E+02   0.866494E-01  -0.323302E+02
  1444   0.792568E+03   0.119780E+02   0.866152E-01  -0.317146E+02
  1445   0.791606E+03   0.119116E+02   0.865804E-01  -0.310977E+02
  1446   0.790599E+03   0.118480E+02   0.865451E-01  -0.304798E+02
  1447   0.789550E+03   0.117872E+02   0.865092E-01  -0.298612E+02
  1448   0.788456E+03   0.117292E+02   0.864727E-01  -0.292420E+02
  1449   0.787316E+03   0.116741E+02   0.864356E-01  -0.286225E+02
  1450   0.786135E+03   0.116218E+02   0.863978E-01  -0.280029E+02
  1451   0.784913E+03   0.115723E+02   0.863595E-01  -0.273835E+02
  1452   0.783645E+03   0.115257E+02   0.863206E-01  -0.267645E+02
  1453   0.782332E+03   0.114818E+02   0.862810E-01  -0.261461E+02
  1454   0.780979E+03   0.114409E+02   0.862409E-01  -0.255286E+02
  1455   0.779584E+03   0.114027E+02   0.862001E-01  -0.249122E+02
  1456   0.778149E+03   0.113674E+02   0.861586E-01  -0.242969E+02
  1457   0.776672E+03   0.113349E+02   0.861166E-01  -0.236832E+02
  1458   0.775151E+03   0.113052E+02   0.860739E-01  -0.230712E+02
  1459   0.773589E+03   0.112784E+02   0.860306E-01  -0.224611E+02
  1460   0.771987E+03   0.112543E+02   0.859866E-01  -0.218531E+02
  1461   0.770344E+03   0.112331E+02   0.859420E-01  -0.212474E+02
  1462   0.768660E+03   0.112146E+02   0.858967E-01  -0.206443E+02
  1463   0.766937E+03   0.111989E+02   0.858508E-01  -0.200440E+02
  1464   0.765173E+03   0.111860E+02   0.858042E-01  -0.194465E+02
  1465   0.763368E+03   0.111758E+02   0.857570E-01  -0.188522E+02
  1466   0.761528E+03   0.111684E+02   0.857092E-01  -0.182613E+02
  1467   0.759648E+03   0.111636E+02   0.856606E-01  -0.176740E+02
  1468   0.757733E+03   0.111617E+02   0.856115E-01  -0.170904E+02
  1469   0.755777E+03   0.111623E+02   0.855616E-01  -0.165108E+02
  1470   0.753782E+03   0.111657E+02   0.855112E-01  -0.159353E+02
  1471   0.751756E+03   0.111717E+02   0.854600E-01  -0.153641E+02
  1472   0.749691E+03   0.111804E+02   0.854082E-01  -0.147975E+02
  1473   0.747586E+03   0.111917E+02   0.853558E-01  -0.142355E+02
  1474   0.745450E+03   0.112056E+02   0.853027E-01  -0.136785E+02
  1475   0.743276E+03   0.112220E+02   0.852490E-01  -0.131265E+02
  1476   0.741071E+03   0.112410E+02   0.851946E-01  -0.125798E+02
  1477   0.738831E+03   0.112625E+02   0.851396E-01  -0.120385E+02
  1478   0.736557E+03   0.112865E+02   0.850839E-01  -0.115028E+02
  1479   0.734253E+03   0.113130E+02   0.850275E-01  -0.109728E+02
  1480   0.731915E+03   0.113419E+02   0.849706E-01  -0.104488E+02
  1481   0.729548E+03   0.113733E+02   0.849130E-01  -0.993086E+01
  1482   0.727146E+03   0.114070E+02   0.848547E-01  -0.941918E+01
  1483   0.724716E+03   0.114431E+02   0.847959E-01  -0.891389E+01
  1484   0.722260E+03   0.114815E+02   0.847364E-01  -0.841515E+01
  1485   0.719772E+03   0.115223E+02   0.846762E-01  -0.792311E+01
  1486   0.717259E+03   0.115652E+02   0.846155E-01  -0.743791E+01
  1487   0.714713E+03   0.116104E+02   0.845541E-01  -0.695971E+01
  1488   0.712143E+03   0.116578E+02   0.844921E-01  -0.648863E+01
  1489   0.709549E+03   0.117074E+02   0.844295E-01  -0.602483E+01
  1490   0.706925E+03   0.117590E+02   0.843663E-01  -0.556842E+01
  1491   0.704278E+03   0.118128E+02   0.843026E-01  -0.511954E+01
  1492   0.701607E+03   0.118686E+02   0.842382E-01  -0.467831E+01
  1493   0.698912E+03   0.119264E+02   0.841732E-01  -0.424487E+01
  1494   0.696193E+03   0.119862E+02   0.841076E-01  -0.381932E+01
  1495   0.693453E+03   0.120479E+02   0.840415E-01  -0.340180E+01
  1496   0.690690E+03   0.121115E+02   0.839748E-01  -0.299241E+01
  1497   0.687908E+03   0.121770E+02   0.839075E-01  -0.259124E+01
  1498   0.685104E+03   0.122443E+02   0.838397E-01  -0.219840E+01
  1499   0.682282E+03   0.123133E+02   0.837713E-01  -0.181399E+01
  1500   0.679440E+03   0.123841E+02   0.837023E-01  -0.143809E+01
  1501   0.676581E+03   0.124566E+02   0.836329E-01  -0.107082E+01
  1502   0.673705E+03   0.125306E+02   0.835629E-01  -0.712245E+00
  1503   0.670812E+03   0.126063E+02   0.834923E-01  -0.362470E+00
  1504   0.667904E+03   0.126836E+02   0.834213E-01  -0.215633E-01
  1505   0.664980E+03   0.127623E+02   0.833497E-01   0.310390E+00
  1506   0.662042E+03   0.128425E+02   0.832777E-01   0.633311E+00
  1507   0.659090E+03   0.129242E+02   0.832051E-01   0.947120E+00
  1508   0.656125E+03   0.130072E+02   0.831321E-01   0.125173E+01
  1509   0.653148E+03   0.130915E+02   0.830586E-01   0.154713E+01
  1510   0.650159E+03   0.131770E+02   0.829846E-01   0.183318E+01
  1511   0.647158E+03   0.132638E+02   0.829101E-01   0.210990E+01
  1512   0.644149E+03   0.133519E+02   0.828352E-01   0.237723E+01
  1513   0.641130E+03   0.134410E+02   0.827599E-01   0.263517E+01
  1514   0.638103E+03   0.135311E+02   0.826841E-01   0.288361E+01
  1515   0.635069E+03   0.136224E+02   0.826079E-01   0.312259E+01
  1516   0.632028E+03   0.137146E+02   0.825313E-01   0.335201E+01
  1517   0.628981E+03   0.138078E+02   0.824543E-01   0.357187E+01
  1518   0.625930E+03   0.139019E+02   0.823769E-01   0.378215E+01
  1519   0.622874E+03   0.139968E+02   0.822991E-01   0.398285E+01
  1520   0.619814E+03   0.140925E+02   0.822209E-01   0.417387E+01
  1521   0.616752E+03   0.141889E+02   0.821424E-01   0.435527E+01
  1522   0.613687E+03   0.142861E+02   0.820634E-01   0.452703E+01
  1523   0.610620E+03   0.143839E+02   0.819842E-01   0.468907E+01
  1524   0.607552E+03   0.144822E+02   0.819046E-01   0.484142E+01
  1525   0.604485E+03   0.145812E+02   0.818247E-01   0.498409E+01
  1526   0.601418E+03   0.146806E+02   0.817445E-01   0.511709E+01
  1527   0.598352E+03   0.147805E+02   0.816639E-01   0.524044E+01
  1528   0.595288E+03   0.148807E+02   0.815831E-01   0.535412E+01
  1529   0.592228E+03   0.149813E+02   0.815020E-01   0.545821E+01
  1530   0.589170E+03   0.150822E+02   0.814206E-01   0.555264E+01
  1531   0.586117E+03   0.151834E+02   0.813389E-01   0.563747E+01
  1532   0.583069E+03   0.152847E+02   0.812570E-01   0.571274E+01
  1533   0.580026E+03   0.153862E+02   0.811748E-01   0.577846E+01
  1534   0.576990E+03   0.154878E+02   0.810924E-01   0.583468E+01
  1535   0.573961E+03   0.155895E+02   0.810098E-01   0.588143E+01
  1536   0.570939E+03   0.156911E+02   0.809270E-01   0.591870E+01
  1537   0.567925E+03   0.157927E+02   0.808440E-01   0.594657E+01
  1538   0.564921E+03   0.158942E+02   0.807608E-01   0.596509E+01
  1539   0.561926E+03   0.159955E+02   0.806774E-01   0.597431E+01
  1540   0.558941E+03   0.160966E+02   0.805939E-01   0.597434E+01
  1541   0.555967E+03   0.161975E+02   0.805101E-01   0.596514E+01
  1542   0.553006E+03   0.162981E+02   0.804263E-01   0.594688E+01
  1543   0.550056E+03   0.163984E+02   0.803423E-01   0.591956E+01
  1544   0.547120E+03   0.164983E+02   0.802582E-01   0.588328E+01
  1545   0.544197E+03   0.165978E+02   0.801740E-01   0.583813E+01
  1546   0.541289E+03   0.166968E+02   0.800897E-01   0.578414E+01
  1547   0.538396E+03   0.167952E+02   0.800053E-01   0.572140E+01
  1548   0.535518E+03   0.168932E+02   0.799208E-01   0.565001E+01
  1549   0.532656E+03   0.169905E+02   0.798362E-01   0.557004E+01
  1550   0.529810E+03   0.170871E+02   0.797516E-01   0.548155E+01
  1551   0.526982E+03   0.171830E+02   0.796670E-01   0.538466E+01
  1552   0.524171E+03   0.172782E+02   0.795823E-01   0.527942E+01
  1553   0.521379E+03   0.173726E+02   0.794976E-01   0.516600E+01
  1554   0.518606E+03   0.174662E+02   0.794128E-01   0.504441E+01
  1555   0.515852E+03   0.175588E+02   0.793281E-01   0.491481E+01
  1556   0.513117E+03   0.176506E+02   0.792434E-01   0.477727E+01
  1557   0.510403E+03   0.177414E+02   0.791587E-01   0.463192E+01
  1558   0.507710E+03   0.178312E+02   0.790740E-01   0.447886E+01
  1559   0.505038E+03   0.179200E+02   0.789894E-01   0.431822E+01
  1560   0.502388E+03   0.180077E+02   0.789048E-01   0.415004E+01
  1561   0.499761E+03   0.180943E+02   0.788203E-01   0.397455E+01
  1562   0.497156E+03   0.181797E+02   0.787358E-01   0.379178E+01
  1563   0.494574E+03   0.182640E+02   0.786515E-01   0.360190E+01
  1564   0.492016E+03   0.183470E+02   0.785672E-01   0.340500E+01
  1565   0.489482E+03   0.184287E+02   0.784830E-01   0.320125E+01
  1566   0.486973E+03   0.185091E+02   0.783990E-01   0.299072E+01
  1567   0.484488E+03   0.185882E+02   0.783151E-01   0.277357E+01
  1568   0.482029E+03   0.186660E+02   0.782313E-01   0.254988E+01
  1569   0.479596E+03   0.187423E+02   0.781476E-01   0.231983E+01
  1570   0.477188E+03   0.188171E+02   0.780641E-01   0.208356E+01
  1571   0.474807E+03   0.188905E+02   0.779807E-01   0.184115E+01
  1572   0.472452E+03   0.189624E+02   0.778976E-01   0.159274E+01
  1573   0.470125E+03   0.190327E+02   0.778146E-01   0.133850E+01
  1574   0.467825E+03   0.191014E+02   0.777318E-01   0.107856E+01
  1575   0.465552E+03   0.191686E+02   0.776492E-01   0.813080E+00
  1576   0.463308E+03   0.192341E+02   0.775667E-01   0.542211E+00
  1577   0.461092E+03   0.192979E+02   0.774846E-01   0.266096E+00
  1578   0.458904E+03   0.193602E+02   0.774026E-01  -0.150992E-01
  1579   0.456746E+03   0.194206E+02   0.773209E-01  -0.301230E+00
  1580   0.454616E+03   0.194794E+02   0.772394E-01  -0.592144E+00
  1581   0.452517E+03   0.195364E+02   0.771581E-01  -0.887692E+00
  1582   0.450447E+03   0.195917E+02   0.770771E-01  -0.118773E+01
  1583   0.448406E+03   0.196452E+02   0.769964E-01  -0.149210E+01
  1584   0.446396E+03   0.196968E+02   0.769160E-01  -0.180066E+01
  1585   0.444416E+03   0.197466E+02   0.768358E-01  -0.211326E+01
  1586   0.442466E+03   0.197946E+02   0.767559E-01  -0.242976E+01
  1587   0.440547E+03   0.198406E+02   0.766764E-01  -0.274998E+01
  1588   0.438658E+03   0.198847E+02   0.765971E-01  -0.307379E+01
  1589   0.436800E+03   0.199270E+02   0.765181E-01  -0.340101E+01
  1590   0.434974E+03   0.199672E+02   0.764395E-01  -0.373150E+01
  1591   0.433178E+03   0.200056E+02   0.763611E-01  -0.406509E+01
  1592   0.431413E+03   0.200419E+02   0.762832E-01  -0.440162E+01
  1593   0.429680E+03   0.200763E+02   0.762055E-01  -0.474095E+01
  1594   0.427978E+03   0.201087E+02   0.761282E-01  -0.508290E+01
  1595   0.426307E+03   0.201390E+02   0.760512E-01  -0.542733E+01
  1596   0.424668E+03   0.201673E+02   0.759746E-01  -0.577407E+01
  1597   0.423060E+03   0.201936E+02   0.758984E-01  -0.612295E+01
  1598   0.421484E+03   0.202178E+02   0.758225E-01  -0.647383E+01
  1599   0.419940E+03   0.202400E+02   0.757470E-01  -0.682654E+01
  1600   0.418427E+03   0.202601E+02   0.756718E-01  -0.718092E+01
  1601   0.416945E+03   0.202782E+02   0.755971E-01  -0.753682E+01
  1602   0.415495E+03   0.202942E+02   0.755227E-01  -0.789409E+01
  1603   0.414077E+03   0.203080E+02   0.754487E-01  -0.825257E+01
  1604   0.412690E+03   0.203198E+02   0.753752E-01  -0.861211E+01
  1605   0.411334E+03   0.203295E+02   0.753020E-01  -0.897256E+01
  1606   0.410010E+03   0.203370E+02   0.752292E-01  -0.933377E+01
  1607   0.408717E+03   0.203424E+02   0.751569E-01  -0.969554E+01
  1608   0.407455E+03   0.203457E+02   0.750849E-01  -0.100578E+02
  1609   0.406224E+03   0.203469E+02   0.750134E-01  -0.104203E+02
  1610   0.405023E+03   0.203459E+02   0.749423E-01  -0.107830E+02
  1611   0.403854E+03   0.203429E+02   0.748716E-01  -0.111456E+02
  1612   0.402716E+03   0.203377E+02   0.748013E-01  -0.115080E+02
  1613   0.401608E+03   0.203305E+02   0.747315E-01  -0.118700E+02
  1614   0.400530E+03   0.203212E+02   0.746621E-01  -0.122316E+02
  1615   0.399483E+03   0.203098E+02   0.745931E-01  -0.125925E+02
  1616   0.398466E+03   0.202963E+02   0.745245E-01  -0.129526E+02
  1617   0.397479E+03   0.202807E+02   0.744564E-01  -0.133117E+02
  1618   0.396522E+03   0.202631E+02   0.743888E-01  -0.136698E+02
  1619   0.395594E+03   0.202433E+02   0.743216E-01  -0.140267E+02
  1620   0.394696E+03   0.202216E+02   0.742548E-01  -0.143821E+02
  1621   0.393826E+03   0.201977E+02   0.741885E-01  -0.147361E+02
  1622   0.392986E+03   0.201718E+02   0.741226E-01  -0.150885E+02
  1623   0.392174E+03   0.201439E+02   0.740571E-01  -0.154391E+02
  1624   0.391390E+03   0.201139E+02   0.739922E-01  -0.157877E+02
  1625   0.390634E+03   0.200819E+02   0.739276E-01  -0.161343E+02
  1626   0.389907E+03   0.200479E+02   0.738635E-01  -0.164787E+02
  1627   0.389207E+03   0.200120E+02   0.737999E-01  -0.168208E+02
  1628   0.388534E+03   0.199740E+02   0.737367E-01  -0.171604E+02
  1629   0.387888E+03   0.199341E+02   0.736739E-01  -0.174974E+02
  1630   0.387269E+03   0.198923E+02   0.736116E-01  -0.178317E+02
  1631   0.386676E+03   0.198485E+02   0.735498E-01  -0.181632E+02
  1632   0.386110E+03   0.198028E+02   0.734884E-01  -0.184917E+02
  1633   0.385569E+03   0.197552E+02   0.734274E-01  -0.188171E+02
  1634   0.385053E+03   0.197057E+02   0.733669E-01  -0.191393E+02
  1635   0.384563E+03   0.196544E+02   0.733068E-01  -0.194582E+02
  1636   0.384097E+03   0.196012E+02   0.732472E-01  -0.197737E+02
  1637   0.383656E+03   0.195462E+02   0.731880E-01  -0.200856E+02
